rating_id,movie_id,user_id,rating_value,review,review_date,likes,dislikes,watch_completed,device_used,watch_duration,favorite_scene,recommendation,created_at
33,531,153,2.0,"Disappointing movie, worth watching.",2023-07-02,4058,274,True,Desktop,99,Final scene,False,2024-03-21 04:58:16
34,372,65,3.6,"Great movie, loved it.",2020-07-28,126,339,True,Smart TV,216,Plot twist,False,2020-08-14 22:53:22
35,319,209,2.0,"Disappointing movie, loved it.",2020-01-21,817,149,False,Desktop,155,Final battle,True,2024-09-27 20:15:51
36,321,267,3.3,"Great movie, highly recommend.",2020-03-15,3889,37,True,Tablet,135,Final battle,False,2023-11-17 10:12:52
37,854,309,1.0,"Great movie, a must-see.",2022-08-19,2067,7,True,Console,59,Opening scene,True,2021-10-21 01:55:25
38,268,424,1.9,"Great movie, loved it.",2022-01-05,4628,125,False,Tablet,74,Emotional breakdown,True,2023-11-11 17:28:08
39,538,8,9.4,"Great movie, a must-see.",2023-03-14,358,6,True,Smart TV,158,Monologue,True,2020-09-25 17:32:00
40,8,358,14.7,"Great movie, worth watching.",2024-07-28,4291,376,False,Console,51,Climax,True,2021-01-15 02:03:54
41,556,33,9.1,"Great movie, worth watching.",2021-12-19,3828,193,False,Desktop,38,Emotional breakdown,False,2020-06-28 22:04:37
42,575,31,5.0,"Great movie, worth watching.",2023-12-05,1365,425,False,Desktop,179,Monologue,False,2021-06-18 07:19:37
43,172,361,8.9,"Great movie, meh.",2024-08-21,2206,315,False,Smart TV,165,Final battle,True,2024-03-25 23:14:15
44,369,186,8.6,"Great movie, worth watching.",2024-11-08,2150,204,True,Console,142,Final scene,True,2023-02-22 19:01:22
45,329,492,9.2,"Disappointing movie, meh.",2021-10-14,706,139,True,Console,220,Final scene,False,2020-07-15 18:20:40
46,675,81,6.9,"Great movie, loved it.",2024-11-24,785,140,False,Smart TV,148,Final battle,True,2024-10-04 15:40:10
47,526,144,4.0,"Great movie, not my type.",2022-10-09,351,430,True,Laptop,54,Reunion,True,2024-09-13 11:47:34
48,861,12,9.8,"Disappointing movie, highly recommend.",2020-09-21,184,182,False,Mobile,30,Final scene,False,2022-04-25 21:42:20
49,458,165,7.2,"Great movie, a must-see.",2022-12-25,3060,447,False,Laptop,16,Monologue,False,2023-10-24 00:00:06
50,348,356,6.9,"Great movie, not my type.",2021-05-23,1533,150,False,Tablet,183,Opening scene,True,2021-06-04 18:44:02
51,403,459,6.9,"Great movie, a must-see.",2023-01-20,2945,414,False,Console,134,Climax,False,2024-08-16 09:29:24
52,249,488,9.1,"Great movie, worth watching.",2022-08-05,4395,308,True,Laptop,34,Opening scene,True,2023-04-09 20:29:19
53,643,395,7.1,"Great movie, worth watching.",2020-11-05,1285,99,True,Smart TV,209,Final scene,False,2022-08-08 06:49:52
54,444,285,8.0,"Great movie, not my type.",2023-06-15,2948,372,False,Smart TV,45,Emotional breakdown,False,2024-06-13 17:23:01
55,743,490,4.8,"Great movie, loved it.",2023-09-06,3283,158,False,Mobile,67,Opening scene,True,2020-03-11 11:16:25
56,657,136,4.1,"Disappointing movie, loved it.",2024-06-05,4792,135,False,Smart TV,126,Opening scene,False,2020-12-23 09:23:02
57,337,342,7.7,"Disappointing movie, highly recommend.",2023-10-11,867,436,True,Laptop,36,Final scene,False,2020-04-18 20:28:54
58,896,187,6.9,"Great movie, worth watching.",2021-10-17,845,340,True,Desktop,175,Climax,False,2020-10-22 19:29:54
59,985,456,5.2,"Great movie, highly recommend.",2023-08-23,3774,150,True,Tablet,23,Chase scene,True,2024-09-11 19:09:28
60,102,133,3.0,"Great movie, not my type.",2022-10-07,2504,397,False,Tablet,188,Monologue,True,2024-07-03 12:40:47
61,93,359,9.3,"Great movie, not my type.",2022-12-11,4288,345,True,Laptop,84,Plot twist,True,2024-07-21 10:10:46
62,69,464,7.2,"Great movie, meh.",2020-06-07,530,68,False,Mobile,104,Emotional breakdown,False,2022-01-05 20:51:34
63,771,476,3.7,"Great movie, not my type.",2023-10-11,3066,289,True,Console,53,Reunion,True,2021-01-16 16:15:28
64,888,108,2.0,"Great movie, a must-see.",2024-05-04,1401,377,True,Console,76,Emotional breakdown,True,2021-03-26 11:44:33
65,58,494,7.7,"Great movie, not my type.",2020-02-25,3139,91,False,Smart TV,207,Plot twist,False,2020-05-20 04:32:52
66,422,103,2.2,"Disappointing movie, highly recommend.",2023-05-21,272,66,True,Mobile,107,Opening scene,False,2023-04-27 09:17:13
67,213,144,13.6,"Great movie, meh.",2023-04-08,3003,203,False,Mobile,191,Reunion,True,2024-09-22 15:02:51
68,176,170,2.4,"Great movie, highly recommend.",2022-11-21,1865,484,False,Mobile,131,Climax,True,2023-09-12 01:16:46
69,763,407,6.9,"Disappointing movie, highly recommend.",2021-12-08,2734,147,False,Desktop,53,Chase scene,True,2022-12-12 07:02:48
70,416,459,1.7,"Disappointing movie, highly recommend.",2020-05-12,4348,467,True,Tablet,103,Climax,True,2022-01-17 15:02:48
71,384,215,6.1,"Great movie, worth watching.",2021-06-12,2930,205,True,Laptop,104,Final scene,True,2024-03-18 08:56:13
72,628,289,8.0,"Great movie, loved it.",2024-01-02,2828,366,False,Tablet,192,Plot twist,True,2024-01-15 19:47:08
73,416,323,4.5,"Disappointing movie, a must-see.",2022-08-12,214,52,False,Smart TV,13,Emotional breakdown,False,2023-06-26 10:33:38
74,784,314,6.7,"Great movie, a must-see.",2024-07-28,4839,254,True,Desktop,61,Climax,False,2021-01-09 07:01:03
75,409,123,7.2,"Great movie, not my type.",2024-08-27,825,378,True,Tablet,204,Plot twist,False,2024-02-25 21:51:51
76,94,433,3.7,"Great movie, worth watching.",2024-07-04,1094,417,True,Desktop,50,Monologue,False,2020-05-01 22:49:08
77,652,148,9.4,"Disappointing movie, meh.",2024-03-06,2353,122,True,Desktop,69,Climax,True,2020-01-04 06:08:28
78,540,481,6.4,"Great movie, a must-see.",2021-06-02,4800,428,False,Laptop,34,Plot twist,False,2021-03-20 10:24:07
79,652,482,5.4,"Great movie, meh.",2024-05-14,3999,409,False,Smart TV,24,Monologue,False,2023-10-12 06:24:04
80,927,141,1.0,"Great movie, highly recommend.",2024-01-13,2015,458,True,Tablet,24,Climax,False,2021-02-24 10:27:30
81,860,371,2.5,"Great movie, worth watching.",2023-03-19,1192,149,False,Laptop,181,Monologue,False,2023-08-07 17:46:47
82,187,354,3.7,"Disappointing movie, a must-see.",2023-03-20,1310,84,True,Desktop,145,Plot twist,True,2024-12-26 02:12:32
83,962,476,3.9,"Disappointing movie, loved it.",2020-07-05,3975,348,True,Laptop,190,Chase scene,True,2020-05-10 02:10:19
84,347,474,2.4,"Disappointing movie, a must-see.",2023-08-22,215,267,True,Laptop,190,Plot twist,False,2020-05-14 05:44:39
85,709,97,2.8,"Disappointing movie, a must-see.",2021-06-18,1919,106,False,Laptop,174,Final scene,False,2024-02-24 19:01:21
86,249,391,1.3,"Disappointing movie, loved it.",2023-06-19,2830,30,True,Smart TV,217,Flashback,True,2021-03-24 22:43:12
87,15,3,5.3,"Great movie, highly recommend.",2024-07-20,2486,257,False,Tablet,184,Flashback,False,2023-12-21 11:10:47
88,635,51,3.4,"Great movie, meh.",2023-06-02,4554,326,False,Laptop,44,Climax,False,2020-12-06 10:52:08
89,694,350,4.3,"Great movie, a must-see.",2020-02-24,508,456,False,Smart TV,199,Reunion,True,2022-02-05 13:42:26
90,457,216,9.1,"Great movie, loved it.",2022-01-24,2564,291,False,Smart TV,133,Opening scene,True,2021-07-27 08:10:53
91,296,432,7.9,"Great movie, worth watching.",2020-07-11,2217,435,True,Desktop,114,Final battle,False,2021-05-28 01:44:42
92,928,459,8.6,"Disappointing movie, highly recommend.",2022-03-27,2183,97,True,Mobile,165,Final battle,False,2023-09-08 20:58:01
93,634,468,9.0,"Great movie, highly recommend.",2021-03-12,1338,377,False,Smart TV,160,Flashback,False,2023-09-15 01:27:28
94,667,321,7.0,"Disappointing movie, not my type.",2021-01-15,245,235,True,Console,20,Final battle,True,2020-03-10 09:33:49
95,10,191,4.5,"Great movie, highly recommend.",2020-12-17,3951,157,True,Mobile,81,Chase scene,True,2020-11-25 23:03:28
96,174,358,2.7,"Great movie, a must-see.",2024-03-01,2320,291,True,Mobile,192,Reunion,False,2020-05-03 04:04:03
97,470,21,7.0,"Great movie, highly recommend.",2020-06-12,76,111,True,Smart TV,196,Monologue,False,2024-06-02 12:26:00
98,790,221,5.0,"Great movie, a must-see.",2020-05-17,1867,176,True,Smart TV,113,Opening scene,False,2020-05-24 04:59:29
99,486,27,7.2,"Great movie, loved it.",2023-02-04,2743,62,True,Mobile,191,Reunion,True,2023-02-09 06:48:23
100,632,99,-2.7,"Great movie, a must-see.",2020-11-09,4087,95,False,Smart TV,65,Final battle,True,2023-04-16 02:11:09
101,8,225,2.3,"Great movie, a must-see.",2022-12-24,1448,153,True,Laptop,142,Reunion,True,2024-07-22 18:08:20
102,785,484,3.1,"Disappointing movie, meh.",2020-10-24,4711,121,True,Laptop,35,Chase scene,True,2020-10-20 21:32:07
103,169,428,7.5,"Great movie, highly recommend.",2024-03-22,1513,264,False,Smart TV,197,Final battle,False,2024-05-20 04:51:22
104,272,326,2.7,"Great movie, worth watching.",2023-07-09,1423,245,True,Laptop,191,Reunion,False,2023-05-18 02:56:05
105,39,172,1.6,"Great movie, meh.",2021-12-15,1215,419,False,Desktop,14,Reunion,False,2023-08-20 16:14:42
106,395,234,5.1,"Great movie, loved it.",2021-05-02,4123,312,True,Console,101,Final battle,True,2021-12-25 03:22:29
107,591,92,1.5,"Disappointing movie, not my type.",2023-02-27,3173,329,True,Mobile,31,Flashback,True,2024-06-24 03:43:08
108,391,330,8.6,"Great movie, loved it.",2023-10-14,904,500,True,Mobile,151,Chase scene,True,2021-10-01 23:36:11
109,675,336,7.0,"Great movie, not my type.",2021-07-01,4330,213,True,Desktop,65,Final scene,False,2020-07-13 22:25:41
110,506,220,1.1,"Great movie, loved it.",2020-11-02,2783,425,True,Console,165,Opening scene,True,2020-07-21 19:11:23
111,50,355,7.4,"Great movie, a must-see.",2022-07-10,2552,409,True,Laptop,156,Chase scene,True,2021-05-07 13:04:25
112,50,191,1.1,"Great movie, loved it.",2024-01-15,3268,47,True,Console,139,Final battle,False,2024-09-07 13:31:33
113,270,313,1.1,"Great movie, not my type.",2023-05-19,766,498,True,Tablet,121,Flashback,False,2022-01-23 21:50:02
114,286,97,8.4,"Great movie, meh.",2020-06-27,3651,181,True,Desktop,168,Emotional breakdown,True,2024-04-27 17:25:02
115,929,102,9.5,"Great movie, a must-see.",2024-07-15,2949,451,False,Tablet,104,Plot twist,False,2020-06-08 08:42:44
116,506,146,2.8,"Great movie, loved it.",2020-03-02,3753,279,True,Console,16,Plot twist,False,2024-02-28 00:07:00
117,256,325,2.3,"Great movie, worth watching.",2022-02-27,3317,4,True,Laptop,128,Emotional breakdown,False,2024-09-26 11:07:56
118,411,205,14.5,"Disappointing movie, a must-see.",2024-01-09,1829,401,False,Console,181,Reunion,True,2023-11-05 04:44:10
119,478,354,8.6,"Great movie, highly recommend.",2022-05-25,308,86,False,Mobile,200,Climax,False,2023-06-24 10:37:09
120,925,47,7.4,"Great movie, loved it.",2023-05-28,4719,459,True,Desktop,181,Final scene,False,2022-06-07 19:04:34
121,44,91,3.1,"Great movie, highly recommend.",2022-05-09,1833,374,True,Console,183,Flashback,True,2023-11-21 01:39:54
122,64,263,4.0,"Great movie, not my type.",2024-05-15,3214,385,True,Mobile,145,Plot twist,False,2021-12-19 00:00:10
123,293,478,6.3,"Great movie, a must-see.",2021-04-10,3272,370,True,Smart TV,27,Climax,True,2023-08-13 23:00:52
124,536,477,6.5,"Disappointing movie, not my type.",2022-09-20,3651,257,True,Console,89,Climax,False,2023-06-18 04:48:36
125,224,286,8.4,"Great movie, highly recommend.",2022-12-10,2758,9,True,Laptop,150,Reunion,True,2024-04-24 08:24:24
126,618,387,1.2,"Disappointing movie, loved it.",2024-07-02,1125,309,False,Smart TV,67,Climax,True,2020-06-22 06:01:30
127,18,239,9.0,"Disappointing movie, highly recommend.",2022-12-17,4064,264,False,Mobile,29,Emotional breakdown,True,2024-12-25 20:51:14
128,934,493,3.1,"Great movie, highly recommend.",2021-10-17,1220,308,False,Smart TV,79,Final battle,True,2021-08-18 16:06:19
129,667,252,7.8,"Disappointing movie, a must-see.",2020-08-26,2527,113,True,Mobile,220,Plot twist,False,2020-11-23 01:28:32
130,439,229,5.0,"Disappointing movie, a must-see.",2021-12-11,3966,407,False,Console,25,Plot twist,False,2023-04-07 12:04:17
131,186,498,3.3,"Great movie, highly recommend.",2023-12-08,1227,315,False,Tablet,116,Final battle,False,2024-12-06 22:16:41
132,248,214,3.7,"Great movie, worth watching.",2023-11-12,4058,242,True,Mobile,205,Reunion,True,2022-07-01 02:31:42
133,262,393,1.8,"Disappointing movie, meh.",2020-01-27,4818,79,False,Tablet,183,Monologue,True,2022-10-21 13:53:08
134,457,267,3.2,"Great movie, not my type.",2023-07-11,2135,0,True,Desktop,86,Flashback,True,2022-06-04 06:28:17
135,675,450,1.1,"Great movie, worth watching.",2023-06-26,3535,493,False,Desktop,155,Plot twist,False,2023-06-13 05:29:23
136,780,129,4.1,"Disappointing movie, a must-see.",2024-11-17,4689,126,False,Smart TV,168,Emotional breakdown,False,2021-07-22 09:40:10
137,186,352,1.4,"Great movie, a must-see.",2022-05-16,3258,183,True,Laptop,179,Opening scene,True,2024-12-21 14:24:49
138,708,448,6.5,"Disappointing movie, worth watching.",2024-09-11,1202,443,False,Mobile,100,Monologue,True,2022-11-21 08:14:01
139,135,422,6.2,"Great movie, meh.",2021-09-11,2545,138,True,Smart TV,25,Climax,False,2024-01-10 22:27:32
140,538,198,7.3,"Great movie, loved it.",2024-01-18,3697,205,True,Smart TV,178,Climax,False,2021-05-15 14:06:07
141,360,229,5.9,"Great movie, loved it.",2020-06-14,1004,429,False,Desktop,26,Flashback,True,2023-08-28 02:15:47
142,541,370,5.5,"Disappointing movie, meh.",2021-02-19,961,203,False,Tablet,208,Final battle,False,2021-05-24 21:42:25
143,633,371,5.9,"Great movie, not my type.",2023-07-06,622,257,True,Desktop,89,Flashback,True,2021-05-16 12:41:56
144,951,283,4.8,"Great movie, highly recommend.",2023-08-03,2192,265,False,Tablet,166,Climax,False,2023-09-12 22:11:12
145,980,162,10.0,"Disappointing movie, highly recommend.",2024-04-10,574,114,False,Desktop,74,Emotional breakdown,False,2021-05-16 03:04:22
146,897,162,5.7,"Disappointing movie, highly recommend.",2024-02-27,4634,170,True,Tablet,33,Final scene,True,2023-01-14 14:30:41
147,438,500,7.0,"Great movie, worth watching.",2020-07-28,2439,160,True,Laptop,60,Plot twist,False,2022-03-12 10:00:54
148,229,493,4.2,"Great movie, meh.",2021-12-03,270,51,True,Smart TV,86,Reunion,False,2022-10-03 09:37:37
149,685,310,4.2,"Great movie, not my type.",2023-01-08,780,359,False,Mobile,102,Reunion,True,2022-09-07 05:02:04
150,921,137,8.2,"Great movie, not my type.",2021-07-28,3857,315,True,Tablet,138,Reunion,True,2023-11-28 09:42:19
151,737,159,9.1,"Disappointing movie, meh.",2023-04-25,1083,401,False,Tablet,204,Plot twist,True,2020-07-27 22:50:01
152,282,72,8.8,"Disappointing movie, loved it.",2021-02-03,1432,136,False,Smart TV,64,Emotional breakdown,True,2023-10-22 15:34:57
153,174,31,6.2,"Great movie, worth watching.",2020-02-05,151,110,True,Console,161,Final scene,True,2024-10-27 01:06:23
154,911,2,8.0,"Great movie, a must-see.",2024-06-10,4014,218,True,Tablet,153,Opening scene,False,2024-01-08 01:19:46
155,991,438,1.3,"Great movie, meh.",2022-07-17,138,40,True,Mobile,219,Chase scene,True,2021-07-01 11:31:16
156,201,96,1.9,"Disappointing movie, a must-see.",2022-10-11,1065,295,True,Console,131,Final scene,True,2024-07-27 19:51:42
157,49,309,8.8,"Disappointing movie, not my type.",2023-06-23,4661,65,True,Smart TV,156,Chase scene,True,2023-01-19 00:56:56
158,77,216,14.0,"Great movie, meh.",2021-12-14,147,319,False,Smart TV,63,Final scene,False,2022-11-28 06:41:17
159,917,312,5.4,"Disappointing movie, loved it.",2023-01-04,3044,100,False,Desktop,215,Opening scene,False,2021-03-26 11:27:47
160,177,475,3.8,"Great movie, meh.",2024-11-23,4419,8,False,Laptop,136,Opening scene,False,2023-05-18 22:21:20
161,365,50,7.1,"Disappointing movie, meh.",2022-01-27,2727,456,False,Console,210,Chase scene,True,2020-11-19 06:23:12
162,581,51,6.6,"Great movie, loved it.",2020-12-13,3279,254,False,Console,16,Final scene,False,2021-02-17 10:43:32
163,871,500,4.4,"Disappointing movie, meh.",2021-10-09,1182,302,True,Mobile,212,Monologue,True,2022-09-27 20:20:30
164,527,405,2.8,"Great movie, highly recommend.",2021-08-01,1755,231,False,Desktop,202,Final battle,True,2020-06-18 17:26:36
165,658,353,3.8,"Great movie, not my type.",2022-09-15,4515,39,True,Smart TV,15,Final scene,False,2020-05-01 10:03:47
166,74,284,1.9,"Great movie, highly recommend.",2023-01-01,304,495,False,Laptop,219,Emotional breakdown,False,2020-12-28 23:08:43
167,197,341,3.3,"Disappointing movie, meh.",2024-05-22,2665,84,False,Smart TV,73,Final scene,False,2021-06-27 11:27:05
168,279,138,1.9,"Great movie, meh.",2024-09-15,501,32,True,Laptop,58,Climax,True,2022-03-19 08:06:31
169,826,221,2.0,"Great movie, loved it.",2021-03-09,309,306,False,Console,97,Climax,False,2020-03-04 12:52:50
170,423,366,6.1,"Great movie, meh.",2020-01-03,526,84,True,Desktop,188,Opening scene,True,2023-08-19 12:21:23
171,641,200,6.9,"Disappointing movie, loved it.",2021-07-17,2518,50,False,Desktop,88,Chase scene,False,2021-03-26 16:01:47
172,499,136,7.0,"Great movie, worth watching.",2024-11-28,4680,398,True,Smart TV,196,Final scene,False,2020-10-25 23:17:10
173,538,329,1.6,"Great movie, a must-see.",2023-08-06,702,13,False,Desktop,129,Chase scene,True,2020-06-19 02:58:58
174,359,380,5.1,"Great movie, meh.",2020-06-11,2753,46,False,Laptop,101,Emotional breakdown,True,2024-07-09 07:40:20
175,144,71,1.9,"Great movie, worth watching.",2022-09-16,1405,290,True,Console,51,Opening scene,True,2024-02-21 14:11:24
176,322,397,2.0,"Great movie, worth watching.",2020-05-21,2749,430,False,Laptop,202,Final battle,True,2020-05-12 12:08:46
177,382,117,1.5,"Disappointing movie, highly recommend.",2021-01-01,946,57,True,Mobile,82,Reunion,False,2022-03-03 09:15:29
178,658,245,5.5,"Disappointing movie, a must-see.",2022-11-20,1131,378,True,Tablet,131,Opening scene,True,2023-01-24 09:36:29
179,410,319,9.4,"Great movie, loved it.",2023-12-06,2879,206,False,Console,209,Chase scene,True,2020-04-12 00:54:28
180,708,223,8.1,"Great movie, worth watching.",2023-12-13,1556,111,False,Laptop,16,Opening scene,False,2020-02-20 09:31:20
181,49,337,9.5,"Disappointing movie, highly recommend.",2020-02-05,3961,417,True,Console,82,Climax,True,2022-10-24 07:15:41
182,735,466,2.2,"Disappointing movie, a must-see.",2021-04-04,3328,458,True,Tablet,113,Final scene,False,2022-11-10 13:37:31
183,41,250,2.0,"Great movie, meh.",2024-06-03,900,60,False,Tablet,149,Flashback,True,2021-10-02 06:31:07
184,330,332,4.3,"Great movie, worth watching.",2023-05-05,1722,206,True,Console,87,Emotional breakdown,False,2023-12-19 06:28:04
185,832,144,5.2,"Great movie, highly recommend.",2024-11-01,2924,330,False,Console,26,Final battle,False,2024-05-21 09:17:03
186,62,80,7.6,"Great movie, loved it.",2022-03-09,2513,479,True,Tablet,165,Plot twist,False,2023-07-02 09:19:34
187,774,204,8.1,"Disappointing movie, loved it.",2024-02-14,555,269,True,Console,135,Flashback,True,2022-08-15 09:37:26
188,449,498,5.7,"Great movie, not my type.",2021-12-08,838,327,True,Smart TV,116,Flashback,False,2022-02-27 06:50:21
189,284,322,7.9,"Great movie, not my type.",2024-08-21,244,370,False,Laptop,210,Opening scene,False,2023-11-02 09:40:40
190,383,173,-2.9,"Great movie, highly recommend.",2022-02-05,3856,88,False,Laptop,54,Final battle,True,2024-11-18 11:24:28
191,708,66,3.3,"Great movie, meh.",2021-06-28,856,255,False,Smart TV,172,Monologue,False,2023-06-05 20:25:19
192,935,80,7.8,"Disappointing movie, a must-see.",2021-09-24,1107,400,True,Mobile,57,Climax,True,2022-02-01 13:18:57
193,585,208,1.4,"Great movie, meh.",2020-11-04,2282,262,False,Tablet,22,Final scene,False,2023-04-15 05:23:02
194,57,294,3.1,"Disappointing movie, loved it.",2022-07-24,1598,404,True,Mobile,105,Opening scene,False,2022-01-13 18:24:58
195,644,59,7.1,"Great movie, loved it.",2024-05-09,2877,64,True,Tablet,74,Final scene,False,2020-02-24 00:51:02
196,814,455,-1.3,"Great movie, meh.",2020-05-02,3374,73,True,Desktop,34,Emotional breakdown,True,2023-06-04 19:24:30
197,605,406,2.6,"Disappointing movie, loved it.",2023-06-08,660,486,False,Console,213,Plot twist,False,2021-03-02 15:52:02
198,924,147,3.0,"Disappointing movie, not my type.",2023-03-06,1174,287,False,Smart TV,168,Final scene,False,2024-10-07 23:25:31
199,955,151,2.5,"Disappointing movie, not my type.",2023-12-21,3859,341,False,Desktop,138,Monologue,True,2020-02-03 06:02:41
200,359,89,7.2,"Great movie, loved it.",2021-06-06,1211,107,False,Tablet,95,Opening scene,False,2022-09-26 00:25:41
201,248,323,2.7,"Great movie, not my type.",2024-05-14,283,142,True,Console,53,Reunion,True,2023-12-24 11:20:40
202,319,67,5.2,"Great movie, loved it.",2023-01-05,989,454,False,Console,107,Final battle,False,2024-12-25 01:19:30
203,686,195,1.7,"Great movie, not my type.",2022-05-10,676,300,True,Smart TV,60,Flashback,False,2020-03-20 21:26:29
204,947,450,12.3,"Great movie, worth watching.",2021-08-27,1530,385,False,Tablet,180,Chase scene,False,2023-01-10 17:48:57
205,912,183,8.9,"Great movie, not my type.",2022-07-24,1927,90,True,Console,113,Flashback,True,2020-02-27 15:32:21
206,117,93,4.1,"Great movie, worth watching.",2024-02-13,4889,149,True,Desktop,43,Final scene,True,2022-04-18 08:04:35
207,454,170,8.1,"Great movie, highly recommend.",2023-07-12,3969,82,True,Console,76,Emotional breakdown,True,2023-07-01 15:37:35
208,222,121,10.0,"Great movie, meh.",2021-08-17,1787,200,True,Smart TV,172,Final scene,True,2023-07-17 12:24:41
209,531,13,-1.3,"Great movie, worth watching.",2020-01-02,1527,415,True,Tablet,103,Opening scene,True,2023-11-27 00:17:30
210,895,3,6.6,"Disappointing movie, worth watching.",2023-02-09,1163,349,True,Desktop,215,Flashback,False,2023-03-16 18:14:37
211,180,324,2.3,"Great movie, loved it.",2024-05-28,4674,167,False,Desktop,137,Reunion,True,2024-04-24 23:48:15
212,963,203,7.6,"Great movie, worth watching.",2022-01-22,3861,89,True,Laptop,98,Final scene,True,2023-02-22 16:01:37
213,819,260,-1.5,"Great movie, a must-see.",2020-10-07,1893,201,True,Tablet,47,Chase scene,False,2022-03-06 15:23:38
214,266,70,4.5,"Disappointing movie, meh.",2023-03-06,1209,52,False,Smart TV,70,Climax,False,2020-02-13 19:55:37
215,193,398,8.9,"Great movie, a must-see.",2022-02-03,3232,173,True,Tablet,11,Monologue,False,2021-05-27 18:50:20
216,900,55,3.0,"Great movie, meh.",2020-12-11,3803,165,True,Console,157,Reunion,False,2022-08-03 21:05:32
217,88,109,9.2,"Disappointing movie, worth watching.",2021-12-19,972,298,True,Laptop,77,Reunion,False,2022-01-25 13:59:13
218,444,298,7.3,"Great movie, highly recommend.",2023-08-24,3444,332,False,Smart TV,168,Final scene,True,2024-07-27 13:37:28
