movie_id,title,genre,release_year,duration,language,country,budget,revenue,rating_average,director_id,production_company,age_limit,status,created_at
65,Silent Hero,Horror,1984,121,Spanish,Australia,43589843.81,196626009.73,9.0,27,Warner Bros,0,Released,2024-12-09 14:01:57
66,Fallen Dawn,Action,2022,108,Italian,,212427892.79,430377669.53,7.4,18,Focus Features,7,Released,2021-12-27 15:07:36
67,Golden Moon,Horror,2020,93,Korean,France,228255697.72,182888112.18,9.5,77,Amazon Studios,0,Cancelled,2020-08-03 20:28:47
68,Last Dawn,Action,2017,169,Hindi,Australia,160415044.01,404431619.07,1.3,185,Warner Bros,16,Released,2018-11-22 16:29:43
69,Eternal Legacy,Fantasy,1875,106,English,Spain,185702438.87,-43457191,1.4,25,A24,18,Released,2024-02-27 03:07:31
70,Broken Journey,Thriller,2023,100,Portuguese,India,251009914.14,687828671.34,4.0,37,Amazon Studios,7,Cancelled,2020-09-06 14:15:59
71,Broken Hero,Crime,2031,194,English,UK,212169003.91,255430017.91,8.0,33,Paramount,7,Cancelled,2019-09-15 13:15:11
72,Broken Hero 611,Animation,1985,147,English,India,35693592.9,86205901.08,7.7,57,A24,7,Production,2015-04-04 04:43:54
73,Infinite Kingdom,Comedy,1982,163,Italian,Japan,241643525.53,39081402.64,9.1,8,A24,18,Released,2016-04-24 14:37:37
74,Silent Dream 204,Sci-Fi,1987,95,Italian,Germany,66588496.11,436018503.54,2.3,117,Disney,16,Production,2017-08-24 06:40:22
75,First River,Action,1983,98,German,Italy,103401014.46,543312020.96,6.6,44,Lionsgate,18,Released,2016-07-28 16:31:55
76,Last Promise,Animation,2007,133,Italian,Canada,278280164.55,822387873.24,4.7,121,Focus Features,0,Production,2023-07-16 22:52:06
77,Fallen Kingdom,Documentary,2024,125,Japanese,Germany,27673486.73,274422458.34,8.5,7,A24,16,Released,2021-03-26 11:40:29
78,Hidden Storm,Drama,2024,78,Japanese,Brazil,162959314.38,708943890.54,8.8,15,Focus Features,12,Released,2016-07-12 14:39:02
79,Silent Moon 180,Adventure,1993,155,French,Australia,281774805.78,863197447.61,7.6,91,Sony Pictures,18,Cancelled,2021-05-02 02:23:22
80,Fallen Kingdom 514,Drama,2014,206,German,Canada,202155290.65,880278191.66,2.7,23,Universal,16,Released,2019-02-04 05:17:07
81,Hidden Dawn,Thriller,1875,176,Hindi,UK,126328926.92,19431920.38,1.2,134,Netflix,16,Cancelled,2020-11-21 10:31:37
82,Lost Empire,Animation,2016,148,Japanese,Germany,291231852.49,42682310.96,5.0,42,Focus Features,12,Released,2017-12-23 21:50:09
83,Dark Mountain,Sci-Fi,2008,117,English,Australia,103482181.03,485925949.99,3.7,104,A24,7,Production,2020-03-01 23:34:32
84,Silent Sky,Horror,2016,214,German,South Korea,219626336.12,125567021.78,3.7,57,A24,12,Released,2020-01-20 20:12:37
85,Golden Mountain,Horror,1985,184,French,India,147394375.4,460449102.79,6.9,184,Amazon Studios,12,Production,2020-01-10 11:22:19
86,Fallen Legacy 90,Animation,2006,143,Italian,Brazil,42300522.22,77561569.09,5.2,86,Universal,18,Production,2016-01-14 20:58:17
87,Rising Fire 570,Fantasy,1988,167,German,USA,90946873.38,444741026.85,3.0,40,Sony Pictures,12,Cancelled,2022-02-21 21:57:18
88,Rising Fire 504,Crime,1987,196,French,Canada,174529198.14,781524491.78,5.2,31,Netflix,18,Cancelled,2024-01-28 08:10:37
89,The Dawn,Adventure,1990,162,Korean,USA,159118892.8,462528457.1,2.6,193,Disney,18,Production,2020-11-26 09:17:43
90,Hidden Moon,Fantasy,2031,202,German,Italy,273280999.56,139183967.75,2.7,158,Focus Features,18,Cancelled,2023-12-25 03:26:29
91,Infinite Night,Comedy,2010,162,German,Canada,291048380.65,274285364.86,2.0,178,Disney,7,Production,2017-04-05 02:27:44
92,,Animation,1982,78,Hindi,Canada,36117204.29,59716000.31,7.6,155,Paramount,18,Released,2017-11-12 00:05:09
93,Eternal Ocean,Sci-Fi,2012,131,French,France,229091587.87,644258889.44,2.5,2,Universal,7,Cancelled,2022-06-23 18:11:28
94,Lost Shadow 186,Romance,2012,98,Korean,France,156158410.59,325189287.11,7.4,127,Universal,16,Production,2022-10-24 09:43:53
95,Fallen Mountain 568,Romance,1984,191,Korean,,202410594.17,356793145.7,7.0,102,Amazon Studios,18,Released,2017-02-12 06:21:12
96,Broken Sun,Romance,1997,218,Italian,South Korea,181148047.02,436131120.05,7.8,65,A24,16,Released,2017-01-04 23:03:53
97,A Kingdom,Comedy,2023,147,French,France,156224699.42,419473044.69,5.4,139,Netflix,18,Cancelled,2015-01-14 03:24:28
98,Silent Sun,Action,2015,147,Spanish,Spain,94081672.76,687633623.09,5.3,139,Lionsgate,16,Production,2023-03-17 01:25:16
99,Fallen Promise,Fantasy,1998,77,Spanish,South Korea,-11950668,342577982.63,9.7,15,Paramount,7,Released,2019-10-03 22:04:55
100,First Shadow,Action,1982,178,Italian,,-11120458,340026060.33,6.0,26,Paramount,12,Production,2023-11-11 05:39:19
101,Silent Dream 207,Drama,2014,137,Portuguese,Italy,187559400.87,645964388.06,6.2,146,Focus Features,16,Production,2018-06-26 02:41:52
102,First Empire,Romance,2000,172,Hindi,Spain,164494965.39,565096758.51,2.6,170,A24,12,Cancelled,2023-10-28 13:59:36
103,Hidden Hero,Sci-Fi,1995,146,Italian,South Korea,273385770.33,761385687.94,3.5,176,Lionsgate,7,Production,2018-02-05 06:01:15
104,Sacred Sky,Documentary,2007,79,Japanese,UK,237006117.1,495680430.37,1.4,6,Warner Bros,0,Production,2024-05-28 02:57:26
105,Infinite Moon 688,Drama,1988,216,French,India,174335712.49,472781597.65,1.8,198,Netflix,12,Cancelled,2021-12-24 07:59:27
106,Last Dawn 110,Horror,1996,84,Korean,Brazil,95288738.96,614496328.94,8.7,93,A24,12,Production,2015-11-20 01:53:47
107,Lost Hero,Crime,2015,162,French,India,257365318.18,818819211.09,9.6,24,Paramount,12,Released,2017-08-21 10:56:51
108,Sacred Dream,Horror,2011,175,Korean,Brazil,275604586.44,144392977.73,1.6,187,Focus Features,12,Production,2015-01-21 20:11:40
109,Fallen Dawn 4,Crime,2016,110,Spanish,Canada,237896367.33,430581095.41,3.3,84,Sony Pictures,7,Released,2021-06-06 12:56:24
110,Eternal Promise,Action,2021,128,German,Germany,255623345.92,556241844.21,2.3,44,Lionsgate,0,Released,2023-07-25 14:52:43
111,Fallen Shadow,Thriller,1997,196,Italian,Germany,298564631.27,609502067.2,4.6,75,Sony Pictures,7,Cancelled,2022-04-12 18:43:41
112,,Comedy,2024,124,Italian,Brazil,22380157.66,46996139.2,5.1,156,Lionsgate,0,Released,2019-09-20 12:19:25
113,Lost Moon 136,Documentary,1991,198,Korean,Spain,95536557.34,127701981.05,1.4,72,Netflix,16,Production,2019-10-27 08:33:20
114,Rising Fire 324,Animation,1989,182,Spanish,USA,11240743.33,635395980.03,9.8,11,A24,12,Cancelled,2023-08-15 15:07:54
115,Hidden Dawn 127,Thriller,1991,200,Portuguese,Australia,175272443.6,473461264.4,4.7,197,A24,0,Production,2015-05-22 21:07:25
116,Silent Promise,Drama,1875,187,German,Spain,81160871.59,296551286.82,6.5,188,Lionsgate,7,Released,2015-11-10 10:51:03
117,Hidden Night 561,Romance,1996,172,Arabic,UK,121017672.09,858993766.35,3.6,189,Sony Pictures,18,Released,2020-11-04 11:32:12
118,Fallen Vision,Animation,2018,178,Portuguese,UK,128092121.1,307636188.17,3.0,40,A24,18,Cancelled,2023-02-10 14:27:05
119,Infinite Kingdom 308,Comedy,1999,203,Portuguese,USA,275231952.83,459635360.58,5.1,65,Netflix,12,Cancelled,2016-09-01 03:47:42
120,Fallen Fire 806,Romance,2006,146,German,Australia,242446303.49,826308922.97,2.9,155,Sony Pictures,0,Production,2023-01-01 12:07:00
121,Dark Kingdom 472,Crime,2018,147,Portuguese,South Korea,288960912.32,724196197.39,2.2,5,Paramount,0,Released,2022-11-05 20:15:27
122,Eternal Legacy 196,Animation,1875,112,German,Spain,258009035.41,181284444.18,8.3,3,Universal,16,Production,2022-12-19 19:46:35
123,First Hero,Animation,2019,194,English,,173132803.92,241137198.88,8.8,160,Netflix,16,Cancelled,2021-01-06 09:46:12
124,Fallen Moon,Documentary,2023,189,Japanese,Brazil,287961108.8,605829253.55,8.0,42,Lionsgate,7,Production,2016-11-16 04:11:12
125,Dark Journey,Romance,2011,123,English,South Korea,107434640.51,745171024.7,1.3,111,Universal,18,Released,2016-09-08 15:16:21
126,Sacred Moon,Documentary,1989,201,French,Brazil,283907184.33,866386133.43,9.6,157,Universal,18,Released,2023-02-06 20:07:55
127,Last Moon,Horror,2012,95,Korean,South Korea,37333549.09,872676036.54,1.1,122,Netflix,12,Cancelled,2017-02-09 11:45:48
128,Rising Moon,Thriller,2013,128,Italian,Italy,269470544.62,464588148.66,9.3,198,Warner Bros,18,Released,2016-06-11 12:49:10
129,Rising Hero,Action,2021,217,Hindi,Japan,265791963.69,786204373.14,3.8,72,Focus Features,18,Released,2021-08-21 06:56:34
130,Broken Journey 668,Sci-Fi,2021,120,French,USA,117303064.9,791900067.0,5.8,131,Focus Features,12,Cancelled,2020-11-06 00:01:56
131,Sacred Legacy,Thriller,1999,199,English,South Korea,152496063.44,680928292.74,4.9,2,A24,12,Released,2024-10-23 20:42:34
132,Eternal Journey,Horror,2016,166,Arabic,France,174919529.23,325204652.78,7.3,21,Universal,0,Production,2017-08-07 14:04:23
133,Lost Empire 413,Documentary,1996,178,German,Brazil,247231643.18,114498867.69,2.1,136,Universal,7,Production,2022-01-24 05:35:23
134,Infinite Shadow,Romance,2003,80,French,South Korea,112650698.32,25277209.08,7.9,79,Sony Pictures,7,Released,2022-01-04 17:22:04
135,Eternal Hero,Fantasy,2008,166,Portuguese,UK,151676776.45,404991459.27,8.6,160,Lionsgate,16,Production,2018-07-11 17:02:42
136,Infinite Vision,Crime,1990,216,Japanese,India,193352299.79,859655976.87,7.7,134,Paramount,16,Cancelled,2015-02-22 17:11:01
137,First River 252,Fantasy,2014,172,German,USA,-18213443,285712453.59,2.0,44,Sony Pictures,7,Released,2019-02-05 09:26:43
138,Dark Hero,Sci-Fi,1983,95,Italian,South Korea,282502465.81,46785118.87,6.3,131,Focus Features,16,Released,2019-01-11 14:35:26
139,A Kingdom 30,Thriller,1981,220,Arabic,India,38108617.11,401439431.87,5.4,37,Netflix,18,Released,2018-09-14 17:28:02
140,The Vision,Fantasy,2031,193,Japanese,Australia,105749667.13,526684733.9,1.4,145,Universal,12,Released,2021-12-04 04:46:35
141,First Dream 216,Sci-Fi,2001,185,Korean,South Korea,287718307.48,822625015.31,9.1,2,Warner Bros,7,Production,2023-12-23 15:48:25
142,Golden Night,Crime,1875,183,Korean,Italy,107710739.27,691192463.34,1.1,50,A24,0,Released,2015-05-22 22:22:12
143,A Journey,Adventure,2011,79,Portuguese,,295286929.63,99940780.23,5.4,50,Lionsgate,18,Cancelled,2017-02-19 04:47:04
144,Dark Ocean 956,Thriller,1997,75,Hindi,Canada,168254735.19,844107542.97,9.3,83,Amazon Studios,16,Production,2016-11-17 14:31:23
145,Golden Hero,Thriller,2006,deux heures,Arabic,South Korea,-8070819,880288240.44,1.7,43,Netflix,12,Released,2016-01-16 13:51:01
146,Broken Star 861,Drama,2001,155,Arabic,France,186060183.4,562851346.92,1.8,9,Amazon Studios,12,Cancelled,2016-03-02 14:03:19
147,Broken Dream,Crime,1983,167,Portuguese,Italy,180072968.05,9644830.39,8.0,159,Universal,12,Cancelled,2015-08-17 10:37:12
148,,Adventure,1992,102,Japanese,South Korea,217524599.44,218912914.84,1.5,112,Focus Features,12,Production,2024-09-25 04:09:30
149,First Journey 352,Action,2022,84,Hindi,USA,59024435.33,817659346.54,4.0,178,A24,18,Cancelled,2020-10-19 10:39:19
150,Rising Star 167,Action,1980,128,Arabic,Germany,230620348.91,726563449.4,4.5,2,Netflix,0,Released,2020-01-18 03:09:18
151,Fallen River,Sci-Fi,1981,142,Japanese,Brazil,254336488.05,176469205.26,3.3,174,Disney,16,Cancelled,2016-06-07 09:29:15
152,Silent Moon 677,Documentary,2019,86,Spanish,Germany,113769561.05,539634291.43,3.2,158,Lionsgate,7,Cancelled,2019-03-11 07:03:40
153,Sacred Ocean,Documentary,2011,90,Portuguese,France,116740695.21,676047528.91,5.6,183,Netflix,18,Cancelled,2022-12-16 15:17:37
154,Rising Promise,Thriller,1992,130,Japanese,Italy,171625430.83,336759209.02,2.2,114,Focus Features,12,Released,2024-01-15 16:39:21
155,Rising Vision,Romance,2011,deux heures,German,Germany,23228588.59,265136587.47,5.8,71,Paramount,0,Released,2016-06-02 17:12:21
156,Last Star 257,Crime,1992,105,Hindi,,90192508.54,704837115.86,4.6,168,Warner Bros,16,Cancelled,2023-03-28 12:14:14
157,Hidden River,Documentary,2015,188,French,South Korea,128923495.75,375977309.42,-2.6,33,Sony Pictures,0,Production,2020-06-08 13:27:43
158,Sacred Sun,Adventure,2000,215,Spanish,UK,298280082.5,719251285.21,6.1,98,Paramount,16,Released,2023-07-07 15:06:21
159,Broken Vision 655,Drama,2023,78,Portuguese,Spain,60100121.09,347366113.55,3.6,117,Warner Bros,12,Cancelled,2015-03-11 13:25:10
160,A Dawn,Animation,2004,122,Arabic,Japan,213046648.41,543378132.87,6.2,176,A24,12,Released,2015-03-15 02:52:25
161,Broken Mountain,Fantasy,2009,80,Japanese,Australia,137163833.89,640511975.5,6.4,45,Amazon Studios,7,Released,2024-12-14 14:24:58
162,Lost Fire,Drama,1982,110,Hindi,Japan,20489787.08,812021024.37,4.6,32,Netflix,0,Released,2023-06-14 14:10:16
163,Last Empire,Action,2024,188,Italian,Germany,3715839.74,825431564.39,7.6,18,Universal,18,Cancelled,2018-12-15 04:30:52
164,First Fire 175,Fantasy,1998,170,English,Australia,132477068.26,642999603.78,5.7,13,Focus Features,0,Production,2019-08-02 19:00:03
165,Sacred Sun 786,Thriller,1995,74,English,South Korea,204147877.94,862874855.14,8.4,186,Disney,0,Production,2023-02-27 10:20:35
166,Lost River 640,Documentary,2007,124,Korean,,-7639307,412952460.98,8.2,95,Warner Bros,0,Released,2021-05-25 19:31:06
167,Hidden Legacy,Fantasy,1986,169,Spanish,South Korea,228634026.76,880221575.92,14.6,115,Amazon Studios,18,Cancelled,2018-09-19 22:00:14
168,The Journey,Drama,2007,90,Korean,Spain,45925340.32,34212253.33,6.3,190,Netflix,7,Production,2020-11-26 01:33:50
169,Rising Sky,Thriller,2001,122,Arabic,Australia,67121994.34,469372587.54,6.5,126,Universal,7,Released,2017-04-05 02:11:37
170,Golden River,Drama,2009,120,Spanish,Canada,85963190.56,572079834.53,7.9,93,Amazon Studios,16,Released,2022-08-14 16:39:47
171,Rising Dawn,,2004,91,Japanese,Canada,166079214.98,342467168.52,3.5,124,Universal,12,Released,2022-04-05 06:00:00
172,Eternal Empire 748,Animation,2006,165,Japanese,Australia,21834689.6,893225975.05,9.2,196,Amazon Studios,12,Cancelled,2020-09-23 15:40:44
173,Silent Hero 667,Romance,1995,162,English,Brazil,44791342.29,849844272.97,3.2,170,Disney,0,Released,2016-11-23 12:25:45
174,Broken Night,Thriller,1990,134,Hindi,India,115145188.8,370506932.05,7.4,163,Lionsgate,12,Released,2019-12-07 23:25:44
175,First Storm 173,Action,2024,176,Italian,UK,56326811.61,437875486.39,2.0,55,Disney,7,Released,2017-04-09 13:28:40
176,Infinite Journey,Crime,1998,101,Korean,USA,143630187.04,90818146.94,13.3,11,Universal,7,Cancelled,2015-07-20 16:48:17
177,Infinite Kingdom 485,Fantasy,2003,157,Arabic,South Korea,113841491.62,320490707.57,1.9,179,Amazon Studios,7,Released,2024-02-28 16:17:44
178,Sacred Mountain,Fantasy,2010,deux heures,Korean,USA,262093630.29,662258147.08,3.1,190,Lionsgate,0,Production,2021-08-22 22:57:06
179,Hidden Sun,Thriller,2013,-45,German,France,202082117.09,787319720.66,4.9,170,Focus Features,7,Released,2018-03-25 21:44:05
180,A Dream,Action,2000,141,Japanese,Australia,269304509.68,122267213.55,7.4,178,Netflix,7,Cancelled,2024-02-21 10:24:58
181,Hidden Sun 670,Documentary,2007,127,Japanese,France,102401237.27,169421919.07,6.0,81,Amazon Studios,18,Cancelled,2015-05-02 18:34:12
182,Eternal Sun,Sci-Fi,2023,102,Portuguese,Canada,118896058.96,414596432.83,9.3,128,A24,7,Cancelled,2019-03-24 21:54:51
183,Eternal Hero 614,Documentary,1987,216,Arabic,Spain,289965463.04,729208139.45,7.3,58,Warner Bros,7,Production,2021-05-27 21:58:54
184,Dark Storm,Sci-Fi,2010,170,Hindi,Brazil,209064706.55,770641372.68,2.2,149,Warner Bros,12,Production,2017-10-05 14:44:30
185,First Dawn,Adventure,2031,217,Spanish,Italy,128419763.81,833394204.52,9.6,14,Universal,18,Cancelled,2020-10-14 04:40:46
186,Rising Mountain,Thriller,1999,114,Italian,Brazil,201385399.98,417360031.81,4.4,114,Netflix,0,Released,2016-02-04 15:41:42
187,Infinite Empire,Fantasy,2016,94,Spanish,Italy,193556696.37,514323647.13,1.6,138,Disney,16,Cancelled,2015-07-18 17:50:51
188,Golden Kingdom,Fantasy,2021,123,French,UK,-15506645,720481623.35,2.1,42,Universal,18,Production,2015-02-04 16:19:23
189,Golden Fire 434,,1999,202,Japanese,Australia,42386586.4,281711150.61,9.8,131,Paramount,0,Cancelled,2015-04-02 06:09:19
190,Eternal River,Fantasy,2017,102,Italian,France,78571995.44,147071105.22,9.3,178,Disney,18,Released,2016-11-24 08:40:44
191,Lost River 732,Crime,2012,177,Korean,Italy,289223301.5,243185697.69,7.0,85,Universal,12,Production,2019-03-28 07:17:00
192,A Sun 993,Drama,1987,148,German,France,210286432.95,496432854.55,8.9,193,Amazon Studios,7,Production,2023-09-20 12:30:37
193,Dark Ocean 10,Adventure,1988,215,English,Brazil,111360134.06,610425881.07,5.0,91,A24,18,Production,2019-07-17 22:56:59
194,Eternal Mountain,Drama,2006,93,French,Brazil,28543265.67,76218150.26,9.2,3,Amazon Studios,18,Cancelled,2017-08-16 16:43:43
195,Infinite Legacy 715,Action,1980,206,Arabic,Brazil,276177457.39,850452750.62,1.4,44,Focus Features,7,Released,2016-06-27 04:32:22
196,The Dream,Comedy,1987,133,French,Japan,88416739.32,664249347.35,2.9,165,Focus Features,0,Production,2024-08-02 11:00:39
197,Fallen Star,,1991,72,German,Germany,154538420.56,111545999.4,2.4,58,A24,16,Production,2019-06-14 05:34:51
198,First Shadow 450,Animation,2002,71,Arabic,France,12556764.1,669557195.84,2.4,123,Sony Pictures,0,Production,2022-09-16 21:45:08
199,Silent Sun 514,Adventure,2004,97,Spanish,UK,4587862.11,46930649.25,4.8,3,Amazon Studios,16,Production,2019-08-03 13:15:39
